,Tweet_ID,category,hate_users,creation_date
10115,849583928251789312,+,@EvolvingTech360,2017-04-05 11:26:07
10116,849472242320908288,+,@CaileyPayton,2017-04-05 04:02:19
10117,848708769978732545,+,@NewPetSuppliesN,2017-04-03 01:28:33
10118,847502282593779712,+,@_jacckyy,2017-03-30 17:34:24
10119,848751333754589184,+,@Chic1788,2017-04-03 04:17:41
10120,847780264310964225,+,@FitzMuseumEduca,2017-03-31 11:59:00
10121,850054306883620865,+,@andrewgreess,2017-04-06 18:35:14
10122,849593373845540864,+,@DendoSomto95,2017-04-05 12:03:39
10123,849443200964210690,+,@_vidabella,2017-04-05 02:06:55
10124,848952345782345732,+,@candytop15,2017-04-03 17:36:26
10125,849244894275284993,+,@sunny_hundal,2017-04-04 12:58:55
10126,849493914306392064,+,@7NewsSydney,2017-04-05 05:28:26
10127,849962028009746432,+,@hannahforest,2017-04-06 12:28:33
10128,849046482728693762,+,@Utawareruharpo,2017-04-03 23:50:30
10129,849916238788775936,+,@magbedu,2017-04-06 09:26:36
10130,849385030166204416,+,@ifntwonwoo,2017-04-04 22:15:46
10131,849363614062583810,+,@__N0__VA,2017-04-04 20:50:40
10132,849290993866338304,+,@carolinekealey,2017-04-04 16:02:06
10133,847803748198080513,+,@Phazon4G,2017-03-31 13:32:19
10134,849328352548855808,+,@EAHelp,2017-04-04 18:30:33
10135,848368695793467392,+,@cheekitty,2017-04-02 02:57:13
10136,848053422548934656,+,@tenn_kujou,2017-04-01 06:04:26
10137,848783957067837440,+,@Tenshi_Serenity,2017-04-03 06:27:19
10138,847856537720811521,+,@ShipBrief,2017-03-31 17:02:05
10139,850163761419767808,+,@Aimeenef,2017-04-07 01:50:10
10140,848235765708472320,+,@JennC1983,2017-04-01 18:09:00
10141,847619827963318277,+,@HardyHulley,2017-03-31 01:21:29
10142,850119847069360129,+,@MarkStanley32,2017-04-06 22:55:40
10143,850709041940754433,+,@BathChronJobs,2017-04-08 13:56:55
10144,848636388862046208,+,@Everythinnew,2017-04-02 20:40:56
10145,847898895996788737,+,@CajunPrincess12,2017-03-31 19:50:24
10146,849771468179349504,+,@WomensAccss,2017-04-05 23:51:20
10147,850089526429188099,+,@hiysiath,2017-04-06 20:55:11
10148,849307271972753409,+,@hollybollybuzz,2017-04-04 17:06:47
10149,849882688529997824,+,@Vinoth88888888,2017-04-06 07:13:17
10150,850680801687519232,+,@NoneCan_FadeMe,2017-04-08 12:04:42
10151,847700161467895809,+,@JaySeanClub,2017-03-31 06:40:42
10152,847558901520138244,+,@tixhonjm,2017-03-30 21:19:23
10153,849828477146734592,+,@Sweetest_Taboo_,2017-04-06 03:37:52
10154,849574860175142912,+,@HotAndroidApps,2017-04-05 10:50:05
10155,848345505495003136,+,@buoy42020,2017-04-02 01:25:04
10156,850143301630144513,+,@deliqueen24,2017-04-07 00:28:52
10157,850347690072436736,+,@rajikurbaji,2017-04-07 14:01:02
10158,849613657478754305,+,@Briiii_Biiiitch,2017-04-05 13:24:15
10159,849251647108894720,+,@algonell,2017-04-04 13:25:45
10160,849203290982285312,+,@pezholio,2017-04-04 10:13:36
10161,850778700945797121,+,@tearsforfearrs,2017-04-08 18:33:43
10162,848572404754526208,+,@lysslauren_,2017-04-02 16:26:41
10163,849685149424001024,+,@sobrattykam,2017-04-05 18:08:20
10164,850027584977022979,+,@ATLcomputerdude,2017-04-06 16:49:03
10165,850618977629777920,+,@khanun45,2017-04-08 07:59:02
10166,850079397184974853,+,@GOTTAGLOUP_1DAY,2017-04-06 20:14:56
10167,847757904463712256,+,@shawndnes,2017-03-31 10:30:09
10168,848249091008188416,+,@MireilleJansma,2017-04-01 19:01:57
10169,850462945318514688,+,@ABCBeerCo,2017-04-07 21:39:01
10170,847720331900968961,+,@sver2000,2017-03-31 08:00:51
10171,847526106249015297,+,@HogarthDebbie,2017-03-30 19:09:04
10172,848097928321413120,+,@IMF_X,2017-04-01 09:01:17
10173,848341869037834244,+,@ZoraSuleman,2017-04-02 01:10:37
10174,848266874857152512,+,@death_of_speedy,2017-04-01 20:12:37
10175,849976187954708480,+,@Lyn1ece,2017-04-06 13:24:49
10176,847591520639307776,+,@VisualStudio,2017-03-30 23:29:00
10177,848978639848968193,+,@570NEWS,2017-04-03 19:20:55
10178,848403412039462912,+,@AhsanParwez,2017-04-02 05:15:10
10179,849273050663194624,+,@happy_roman,2017-04-04 14:50:48
10180,849365698648387587,+,@lwthehealing,2017-04-04 20:58:57
10181,850408599746695168,+,@Bilo_Kravo,2017-04-07 18:03:04
10182,848071839742136320,+,@Echidne,2017-04-01 07:17:37
