,Tweet_ID,category,hate_users,creation_date
9333,563201540647686144,none,@randileeharper,2015-02-05 05:04:45
9334,563201710269554689,none,@randileeharper,2015-02-05 05:05:26
9335,563202007788314624,none,@randileeharper,2015-02-05 05:06:37
9336,563202102206279680,none,@randileeharper,2015-02-05 05:06:59
9337,563210399990837248,none,@randileeharper,2015-02-05 05:39:57
9338,563211120857456640,none,@randileeharper,2015-02-05 05:42:49
9339,563213434670436353,none,@randileeharper,2015-02-05 05:52:01
9340,563213706192896001,none,@randileeharper,2015-02-05 05:53:06
9341,563231555296829440,none,@randileeharper,2015-02-05 07:04:01
9342,563232127622201345,none,@randileeharper,2015-02-05 07:06:18
9343,563233411561562112,none,@randileeharper,2015-02-05 07:11:24
9344,563234013091872769,none,@randileeharper,2015-02-05 07:13:47
9345,563234108013170689,none,@randileeharper,2015-02-05 07:14:10
9346,563234207602716672,none,@randileeharper,2015-02-05 07:14:34
9347,563234321482252288,none,@randileeharper,2015-02-05 07:15:01
9348,563234508611137536,none,@randileeharper,2015-02-05 07:15:45
9349,563237066742321152,none,@randileeharper,2015-02-05 07:25:55
9350,563237142248177664,none,@randileeharper,2015-02-05 07:26:13
9351,563237327556714496,none,@randileeharper,2015-02-05 07:26:57
9352,563239995297652736,none,@randileeharper,2015-02-05 07:37:34
9353,563240041112035328,none,@randileeharper,2015-02-05 07:37:44
9354,563240152718245888,none,@randileeharper,2015-02-05 07:38:11
9355,563240615597465600,none,@randileeharper,2015-02-05 07:40:01
9356,563240804324372480,none,@randileeharper,2015-02-05 07:40:46
9357,563240868102942720,none,@randileeharper,2015-02-05 07:41:02
9358,563241188862349312,none,@randileeharper,2015-02-05 07:42:18
9359,563241370337292288,none,@randileeharper,2015-02-05 07:43:01
9360,563241647987646466,none,@randileeharper,2015-02-05 07:44:08
9361,563242495572574208,none,@randileeharper,2015-02-05 07:47:30
9362,563242848699416576,none,@randileeharper,2015-02-05 07:48:54
9363,563243413802201088,none,@randileeharper,2015-02-05 07:51:09
9364,563244052586319872,none,@randileeharper,2015-02-05 07:53:41
9365,563245769231069185,none,@randileeharper,2015-02-05 08:00:30
9366,563246128200572928,none,@randileeharper,2015-02-05 08:01:56
9367,563247300491751427,none,@randileeharper,2015-02-05 08:06:35
9368,563247684924870656,none,@randileeharper,2015-02-05 08:08:07
9369,563248036608868352,none,@randileeharper,2015-02-05 08:09:31
9370,563248174907662337,none,@randileeharper,2015-02-05 08:10:04
9371,563248261301927936,none,@randileeharper,2015-02-05 08:10:24
9372,563248588382146560,none,@randileeharper,2015-02-05 08:11:42
9373,563249307235516416,none,@randileeharper,2015-02-05 08:14:34
9374,563249591726768128,none,@randileeharper,2015-02-05 08:15:41
9375,563250704366587904,none,@randileeharper,2015-02-05 08:20:07
9376,563300099296464899,none,@randileeharper,2015-02-05 11:36:23
9377,563300481510809601,none,@randileeharper,2015-02-05 11:37:55
9378,563300603732832257,none,@randileeharper,2015-02-05 11:38:24
9379,563300851863662592,none,@randileeharper,2015-02-05 11:39:23
9380,563301407684431872,none,@randileeharper,2015-02-05 11:41:35
9381,563302382381977600,none,@randileeharper,2015-02-05 11:45:28
9382,563304047210283008,none,@randileeharper,2015-02-05 11:52:05
9383,563304226936217600,none,@randileeharper,2015-02-05 11:52:48
9384,563304617308868608,none,@randileeharper,2015-02-05 11:54:21
9385,563304800096231424,none,@randileeharper,2015-02-05 11:55:04
9386,563305084813979648,none,@randileeharper,2015-02-05 11:56:12
9387,563305984894857218,none,@randileeharper,2015-02-05 11:59:47
9388,563306380057001984,none,@randileeharper,2015-02-05 12:01:21
9389,563307073237032960,none,@randileeharper,2015-02-05 12:04:06
9390,563309529614409730,none,-,-
9391,563310092183810050,none,@randileeharper,2015-02-05 12:16:06
9392,563310267635757056,none,@randileeharper,2015-02-05 12:16:48
9393,563310594887909377,none,@randileeharper,2015-02-05 12:18:06
9394,563310803000913920,none,@randileeharper,2015-02-05 12:18:55
9395,563311006965723137,none,@randileeharper,2015-02-05 12:19:44
9396,563311789090148352,none,@randileeharper,2015-02-05 12:22:51
9397,563312147057242112,none,@randileeharper,2015-02-05 12:24:16
9398,563312750680494080,none,@randileeharper,2015-02-05 12:26:40
9399,563312928971968512,none,@randileeharper,2015-02-05 12:27:22
9400,563314525110161408,none,@randileeharper,2015-02-05 12:33:43
9401,563316544004816896,none,@randileeharper,2015-02-05 12:41:44
9402,563318055527145472,none,@randileeharper,2015-02-05 12:47:45
9403,563318204429123584,none,@randileeharper,2015-02-05 12:48:20
9404,563318364219531264,none,@randileeharper,2015-02-05 12:48:58
9405,563318475540537345,none,@randileeharper,2015-02-05 12:49:25
9406,563318857478070272,none,@randileeharper,2015-02-05 12:50:56
9407,563319021760569344,none,@randileeharper,2015-02-05 12:51:35
9408,563320304445837312,none,@randileeharper,2015-02-05 12:56:41
9409,563320554682204160,none,@randileeharper,2015-02-05 12:57:40
9410,563320832827486209,none,@randileeharper,2015-02-05 12:58:47
9411,563321214232297472,none,@randileeharper,2015-02-05 13:00:18
9412,563321657373118465,none,@randileeharper,2015-02-05 13:02:03
9413,563321926467059712,none,@randileeharper,2015-02-05 13:03:07
9414,563322577163014145,none,@randileeharper,2015-02-05 13:05:43
9415,563322718859182081,none,@randileeharper,2015-02-05 13:06:16
9416,563327601238745088,none,@randileeharper,2015-02-05 13:25:40
9417,563365350662623232,none,@randileeharper,2015-02-05 15:55:41
9418,563365363761426432,none,@randileeharper,2015-02-05 15:55:44
9419,563365462004617218,none,@randileeharper,2015-02-05 15:56:07
9420,563375992433946624,none,@randileeharper,2015-02-05 16:37:58
9421,563376928019603456,none,@randileeharper,2015-02-05 16:41:41
9422,563377690053337088,none,@randileeharper,2015-02-05 16:44:43
9423,563377797763047425,none,@randileeharper,2015-02-05 16:45:08
9424,563378042509082624,none,@randileeharper,2015-02-05 16:46:07
9425,563378204165955585,none,@randileeharper,2015-02-05 16:46:45
9426,563378681888776193,none,@randileeharper,2015-02-05 16:48:39
9427,563378692957552640,none,@randileeharper,2015-02-05 16:48:42
9428,563378703862755328,none,@randileeharper,2015-02-05 16:48:44
9429,563378713941639169,none,@randileeharper,2015-02-05 16:48:47
9430,563378724666490880,none,@randileeharper,2015-02-05 16:48:49
9431,563378742152540160,none,@randileeharper,2015-02-05 16:48:53
9432,563378766445953024,none,@randileeharper,2015-02-05 16:48:59
9433,563378785228029953,none,@randileeharper,2015-02-05 16:49:04
9434,563378805360709634,none,@randileeharper,2015-02-05 16:49:08
9435,563379416479170560,none,@randileeharper,2015-02-05 16:51:34
9436,563379725771354114,none,@randileeharper,2015-02-05 16:52:48
9437,563379886283161600,none,@randileeharper,2015-02-05 16:53:26
9438,563379907418267649,none,@randileeharper,2015-02-05 16:53:31
9439,563381554148163585,none,@randileeharper,2015-02-05 17:00:04
9440,563381658858950656,none,@randileeharper,2015-02-05 17:00:29
9441,563381702441979905,none,@randileeharper,2015-02-05 17:00:39
9442,563381777742323713,none,@randileeharper,2015-02-05 17:00:57
9443,563382221109616641,none,@randileeharper,2015-02-05 17:02:43
9444,563382367314665472,none,@randileeharper,2015-02-05 17:03:18
9445,563383421787860992,none,@randileeharper,2015-02-05 17:07:29
9446,563385907336597504,none,@randileeharper,2015-02-05 17:17:22
9447,563385955050987521,none,@randileeharper,2015-02-05 17:17:33
9448,563398704657211392,none,@randileeharper,2015-02-05 18:08:13
9449,563401787453890561,none,@randileeharper,2015-02-05 18:20:28
9450,563409993399926786,none,@randileeharper,2015-02-05 18:53:04
9451,563410314897551360,none,@randileeharper,2015-02-05 18:54:21
9452,563410516253487104,none,@randileeharper,2015-02-05 18:55:09
9453,563410933221842944,none,@randileeharper,2015-02-05 18:56:48
9454,563411886666829824,none,@randileeharper,2015-02-05 19:00:36
9455,563412461647175680,none,@randileeharper,2015-02-05 19:02:53
9456,563418268451364865,none,@randileeharper,2015-02-05 19:25:57
9457,563420354576531457,none,@randileeharper,2015-02-05 19:34:15
9458,563420565130588160,none,@randileeharper,2015-02-05 19:35:05
9459,563421425352986624,none,@randileeharper,2015-02-05 19:38:30
9460,563421542504071168,none,@randileeharper,2015-02-05 19:38:58
9461,563421679322279936,none,-,-
9462,563426095030992896,none,-,-
9463,563426173036658688,none,@randileeharper,2015-02-05 19:57:22
9464,563426726693183488,none,@randileeharper,2015-02-05 19:59:34
9465,563427114125238273,none,-,-
9466,563427467411464192,none,@randileeharper,2015-02-05 20:02:30
9467,563427554615246849,none,@randileeharper,2015-02-05 20:02:51
9468,563427933499293697,none,@randileeharper,2015-02-05 20:04:21
9469,563443821980041219,none,@randileeharper,2015-02-05 21:07:30
9470,563443928557293568,none,@randileeharper,2015-02-05 21:07:55
9471,563444314844323840,none,-,-
9472,563444481886662656,none,@randileeharper,2015-02-05 21:10:07
9473,563445311348019200,none,@randileeharper,2015-02-05 21:13:25
9474,563446420502360065,none,@randileeharper,2015-02-05 21:17:49
9475,563446641416359937,none,@randileeharper,2015-02-05 21:18:42
9476,563447347397402625,none,@randileeharper,2015-02-05 21:21:30
9477,563447829109022720,none,@randileeharper,2015-02-05 21:23:25
9478,563449238814613504,none,@randileeharper,2015-02-05 21:29:01
9479,563449542075355136,none,@randileeharper,2015-02-05 21:30:13
9480,563449577215250432,none,@randileeharper,2015-02-05 21:30:22
9481,563449833885687808,none,@randileeharper,2015-02-05 21:31:23
9482,563449955486953472,none,@randileeharper,2015-02-05 21:31:52
9483,563450162324832257,none,@randileeharper,2015-02-05 21:32:41
9484,563450196357431296,none,@randileeharper,2015-02-05 21:32:49
9485,563450227412049920,none,@randileeharper,2015-02-05 21:32:57
9486,563450566047592448,none,@randileeharper,2015-02-05 21:34:18
9487,563451787638603777,none,@randileeharper,2015-02-05 21:39:09
9488,563452563685523456,none,@randileeharper,2015-02-05 21:42:14
9489,563452623538229250,none,@randileeharper,2015-02-05 21:42:28
9490,563453531726700545,none,@randileeharper,2015-02-05 21:46:05
9491,563453583782182912,none,@randileeharper,2015-02-05 21:46:17
9492,563455277580558336,none,@randileeharper,2015-02-05 21:53:01
9493,563455559689449472,none,@randileeharper,2015-02-05 21:54:08
9494,563455734663221249,none,@randileeharper,2015-02-05 21:54:50
9495,563456844106960896,none,@randileeharper,2015-02-05 21:59:14
9496,563457878736896000,none,@randileeharper,2015-02-05 22:03:21
9497,563458131540205568,none,@randileeharper,2015-02-05 22:04:21
9498,563458543680905216,none,@randileeharper,2015-02-05 22:06:00
9499,563458789999771648,none,@randileeharper,2015-02-05 22:06:58
9500,563459251025088512,none,@randileeharper,2015-02-05 22:08:48
9501,563459580147941376,none,-,-
9502,563460205912932352,none,@randileeharper,2015-02-05 22:12:36
9503,563461334814052352,none,@randileeharper,2015-02-05 22:17:05
9504,563461968393031680,none,@randileeharper,2015-02-05 22:19:36
9505,563462201336676353,none,@randileeharper,2015-02-05 22:20:32
9506,563480302274613248,none,@randileeharper,2015-02-05 23:32:27
9507,563485831537496066,none,@randileeharper,2015-02-05 23:54:25
9508,563486327035789313,none,@randileeharper,2015-02-05 23:56:24
9509,563486738085969920,none,@randileeharper,2015-02-05 23:58:02
9510,563487094010441728,none,@randileeharper,2015-02-05 23:59:26
9511,563487360361324544,none,@randileeharper,2015-02-06 00:00:30
9512,563491040695296000,none,@randileeharper,2015-02-06 00:15:07
9513,563491886669647873,none,@randileeharper,2015-02-06 00:18:29
9514,563492676394160128,none,@randileeharper,2015-02-06 00:21:37
9515,563493045220306945,none,@randileeharper,2015-02-06 00:23:05
9516,563493206696812544,none,@randileeharper,2015-02-06 00:23:44
9517,563493313727049728,none,@randileeharper,2015-02-06 00:24:09
9518,563493406010138626,none,@randileeharper,2015-02-06 00:24:31
9519,563494871176998912,none,@randileeharper,2015-02-06 00:30:21
9520,563495637958684672,none,@randileeharper,2015-02-06 00:33:23
9521,563495918935093248,none,@randileeharper,2015-02-06 00:34:30
9522,563498153739956224,none,@randileeharper,2015-02-06 00:43:23
9523,563498901831815168,none,@randileeharper,2015-02-06 00:46:22
9524,563499468159340544,none,@randileeharper,2015-02-06 00:48:37
9525,563500113545277441,none,@randileeharper,2015-02-06 00:51:11
9526,563501697398370304,none,@randileeharper,2015-02-06 00:57:28
9527,563511467161305088,none,@randileeharper,2015-02-06 01:36:17
9528,563525704235499524,none,@randileeharper,2015-02-06 02:32:52
9529,563538299055120384,none,@randileeharper,2015-02-06 03:22:55
9530,563540044774776833,none,@randileeharper,2015-02-06 03:29:51
9531,563548945830268928,none,@randileeharper,2015-02-06 04:05:13
9532,563549224369803266,none,@randileeharper,2015-02-06 04:06:19
9533,563549344800841728,none,@randileeharper,2015-02-06 04:06:48
9534,563549535754932224,none,@randileeharper,2015-02-06 04:07:34
9535,563549824461438976,none,@randileeharper,2015-02-06 04:08:43
9536,563551557543686144,none,@randileeharper,2015-02-06 04:15:36
9537,563552091600220160,none,@randileeharper,2015-02-06 04:17:43
9538,563553420624162816,none,@randileeharper,2015-02-06 04:23:00
9539,563553471966613505,none,@randileeharper,2015-02-06 04:23:12
9540,563553619283156993,none,@randileeharper,2015-02-06 04:23:47
9541,563553627424313344,none,@randileeharper,2015-02-06 04:23:49
9542,563553948481499137,none,@randileeharper,2015-02-06 04:25:06
9543,563554549755944960,none,@randileeharper,2015-02-06 04:27:29
9544,563554626465587200,none,@randileeharper,2015-02-06 04:27:47
9545,563554679183781889,none,@randileeharper,2015-02-06 04:28:00
9546,563554838173057024,none,@randileeharper,2015-02-06 04:28:38
9547,563555043635257346,none,@randileeharper,2015-02-06 04:29:27
9548,563555538265313280,none,@randileeharper,2015-02-06 04:31:25
9549,563555623120277504,none,-,-
9550,563555721308930049,none,@randileeharper,2015-02-06 04:32:08
9551,563555809284481024,none,@randileeharper,2015-02-06 04:32:29
9552,563556066953154560,none,@randileeharper,2015-02-06 04:33:31
9553,563556102541803520,none,@randileeharper,2015-02-06 04:33:39
9554,563556915230158849,none,@randileeharper,2015-02-06 04:36:53
9555,563557082624831489,none,@randileeharper,2015-02-06 04:37:33
9556,563563155482099712,none,@randileeharper,2015-02-06 05:01:41
9557,563563438601805824,none,@randileeharper,2015-02-06 05:02:48
9558,563564429472567296,none,-,-
9559,563567868298932224,none,@randileeharper,2015-02-06 05:20:25
9560,563588775280783360,none,@randileeharper,2015-02-06 06:43:29
9561,563589107905884161,none,@randileeharper,2015-02-06 06:44:48
9562,563589248754778112,none,@randileeharper,2015-02-06 06:45:22
9563,563591109134127104,none,@randileeharper,2015-02-06 06:52:46
9564,563592062713331715,none,@randileeharper,2015-02-06 06:56:33
9565,563592836046548993,none,@randileeharper,2015-02-06 06:59:37
9566,563594363666579456,none,@randileeharper,2015-02-06 07:05:42
9567,563595897154465792,none,@randileeharper,2015-02-06 07:11:47
9568,563596116831125504,none,@randileeharper,2015-02-06 07:12:40
9569,563597993761202176,none,@randileeharper,2015-02-06 07:20:07
9570,563598055002218496,none,@randileeharper,2015-02-06 07:20:22
9571,563651744060551170,none,@randileeharper,2015-02-06 10:53:42
9572,563652316218155008,none,@randileeharper,2015-02-06 10:55:58
9573,563752458002771968,none,@randileeharper,2015-02-06 17:33:54
9574,563752833304907777,none,@randileeharper,2015-02-06 17:35:24
9575,563753778671669248,none,@randileeharper,2015-02-06 17:39:09
9576,563753934171291648,none,@randileeharper,2015-02-06 17:39:46
9577,563754353752698880,none,@randileeharper,2015-02-06 17:41:26
9578,563754867240353792,none,@randileeharper,2015-02-06 17:43:29
9579,563757463166386177,none,@randileeharper,2015-02-06 17:53:47
9580,563757610327748608,none,@randileeharper,2015-02-06 17:54:23
9581,563757692867457024,none,@randileeharper,2015-02-06 17:54:42
9582,563758004785254400,none,@randileeharper,2015-02-06 17:55:57
9583,563758154115084288,none,@randileeharper,2015-02-06 17:56:32
9584,563759026639339520,none,@randileeharper,2015-02-06 18:00:00
9585,563760226768134144,none,@randileeharper,2015-02-06 18:04:46
9586,563761158276927491,none,@randileeharper,2015-02-06 18:08:28
9587,563762142789132288,none,@randileeharper,2015-02-06 18:12:23
9588,563763602289471488,none,@randileeharper,2015-02-06 18:18:11
9589,563763995648081920,none,@randileeharper,2015-02-06 18:19:45
9590,563764225219104768,none,@randileeharper,2015-02-06 18:20:40
9591,563768347725008898,none,@randileeharper,2015-02-06 18:37:03
9592,563768528201732096,none,@randileeharper,2015-02-06 18:37:46
9593,563768600662528000,none,@randileeharper,2015-02-06 18:38:03
9594,563768704115023872,none,@randileeharper,2015-02-06 18:38:28
9595,563769266105622528,none,@randileeharper,2015-02-06 18:40:42
9596,563769315023790080,none,@randileeharper,2015-02-06 18:40:53
9597,563769521610035200,none,@randileeharper,2015-02-06 18:41:42
9598,563771680397332480,none,@randileeharper,2015-02-06 18:50:17
9599,563771833271341056,none,@randileeharper,2015-02-06 18:50:54
9600,563779050540244992,none,@randileeharper,2015-02-06 19:19:34
9601,563779345840214017,none,@randileeharper,2015-02-06 19:20:45
9602,563779489847455745,none,@randileeharper,2015-02-06 19:21:19
9603,563780337549844480,none,@randileeharper,2015-02-06 19:24:41
9604,563783514441515009,none,@randileeharper,2015-02-06 19:37:19
9605,563796088147021824,none,-,-
9606,563797007752392704,none,@randileeharper,2015-02-06 20:30:56
9607,563797959729352704,none,@randileeharper,2015-02-06 20:34:43
9608,563807281406418944,none,@randileeharper,2015-02-06 21:11:45
9609,563807337677221888,none,@randileeharper,2015-02-06 21:11:58
9610,563808510983421952,none,@randileeharper,2015-02-06 21:16:38
9611,563808736980901889,none,@randileeharper,2015-02-06 21:17:32
9612,563811825427296257,none,@randileeharper,2015-02-06 21:29:48
9613,563812125793996800,none,@randileeharper,2015-02-06 21:31:00
9614,563813698083774465,none,@randileeharper,2015-02-06 21:37:15
9615,563814474579066880,none,@randileeharper,2015-02-06 21:40:20
9616,563814616090693632,none,@randileeharper,2015-02-06 21:40:54
9617,563817792567132160,none,@randileeharper,2015-02-06 21:53:31
9618,563818804048703492,none,@randileeharper,2015-02-06 21:57:32
9619,563827198344175616,none,@randileeharper,2015-02-06 22:30:54
9620,563835273973227520,none,@randileeharper,2015-02-06 23:02:59
9621,563835280298233856,none,@randileeharper,2015-02-06 23:03:01
9622,563835388205092864,none,@randileeharper,2015-02-06 23:03:26
9623,563835478055477249,none,@randileeharper,2015-02-06 23:03:48
9624,563837126014271489,none,@randileeharper,2015-02-06 23:10:21
9625,563843036338061313,none,@randileeharper,2015-02-06 23:33:50
9626,563843474407952384,none,@randileeharper,2015-02-06 23:35:34
9627,563844530638581761,none,@randileeharper,2015-02-06 23:39:46
9628,563844668937359360,none,@randileeharper,2015-02-06 23:40:19
9629,563844747152736256,none,@randileeharper,2015-02-06 23:40:38
9630,563844952052879360,none,@randileeharper,2015-02-06 23:41:26
9631,563845282891194368,none,@randileeharper,2015-02-06 23:42:45
9632,563845786551611393,none,@randileeharper,2015-02-06 23:44:45
9633,563850971164332032,none,@randileeharper,2015-02-07 00:05:22
9634,563851316665925632,none,@randileeharper,2015-02-07 00:06:44
9635,563852233213612032,none,@randileeharper,2015-02-07 00:10:22
9636,563852290524581889,none,@randileeharper,2015-02-07 00:10:36
9637,563853144581369856,none,@randileeharper,2015-02-07 00:14:00
9638,563856109258018817,none,@randileeharper,2015-02-07 00:25:47
9639,563856212702150656,none,@randileeharper,2015-02-07 00:26:11
9640,563856514205495296,none,@randileeharper,2015-02-07 00:27:23
9641,563857142906494976,none,@randileeharper,2015-02-07 00:29:53
9642,563857278638387200,none,@randileeharper,2015-02-07 00:30:25
9643,563857405486694400,none,@randileeharper,2015-02-07 00:30:56
9644,563857790926475264,none,@randileeharper,2015-02-07 00:32:27
9645,563857846672949248,none,@randileeharper,2015-02-07 00:32:41
9646,563858158330728449,none,@randileeharper,2015-02-07 00:33:55
9647,563858555808129024,none,@randileeharper,2015-02-07 00:35:30
9648,563858595792445440,none,@randileeharper,2015-02-07 00:35:39
9649,563859680603025410,none,@randileeharper,2015-02-07 00:39:58
9650,563859716112007168,none,@randileeharper,2015-02-07 00:40:06
9651,563862309387251712,none,@randileeharper,2015-02-07 00:50:25
9652,563862695938490368,none,@randileeharper,2015-02-07 00:51:57
9653,563862830336585728,none,@randileeharper,2015-02-07 00:52:29
9654,563864522855702529,none,@randileeharper,2015-02-07 00:59:13
9655,563864712467587072,none,@randileeharper,2015-02-07 00:59:58
9656,563867096048619520,none,@randileeharper,2015-02-07 01:09:26
9657,563867231906316288,none,@randileeharper,2015-02-07 01:09:58
9658,563874350038675457,none,@randileeharper,2015-02-07 01:38:15
9659,563874714884382720,none,@randileeharper,2015-02-07 01:39:42
9660,563874836376592384,none,@randileeharper,2015-02-07 01:40:11
9661,563875009488109568,none,@randileeharper,2015-02-07 01:40:53
9662,563875245778423809,none,@randileeharper,2015-02-07 01:41:49
9663,563875578462236672,none,@randileeharper,2015-02-07 01:43:08
9664,563875621252509698,none,@randileeharper,2015-02-07 01:43:19
9665,563875807894859777,none,@randileeharper,2015-02-07 01:44:03
9666,563876176263790593,none,@randileeharper,2015-02-07 01:45:31
9667,563876571174301696,none,@randileeharper,2015-02-07 01:47:05
9668,563876639109414915,none,@randileeharper,2015-02-07 01:47:21
9669,563877427277881344,none,@randileeharper,2015-02-07 01:50:29
9670,563878558804619265,none,@randileeharper,2015-02-07 01:54:59
