572319306387599360,572319619945390080
572347842456522752,572354206369120256
572347842456522752,572348184183377920
572344614910349312,572345328302620672
572344114332626944,572354920214503424
572344114332626944,572345396988534785
572344011043688448,572734159296200704
572344011043688448,572733724413972482
572344011043688448,572345972786782208
572342652907044864,572344533989515264
572342652907044864,572342865210155010
572337046909423617,572342261112950784
572341118118936577,573436433811120128
572341118118936577,572341469047996416
572339059613298689,572348083293442048
572317842722299904,575547174890659841
572317842722299904,572323508027445248
572339639240929281,572356616781082624
572339639240929281,572355667261980673
572319608947912704,572319949550723073
572330821433966592,572339143084142592
572315829531881473,572352111045844992
572337509159452672,572338230231617536
572336970979885056,572356916262805504
572336799340630016,572338771967930368
572336657384407040,572357039185268736
572335442869133312,572338645950062593
572335112303472641,572359017307062272
572334123861200898,572334418716577794
572332267328049153,572333222958243840
572332267328049153,572332778534014976
572332267328049153,572332419061137408
572332024930832385,572332500208504833
572332024930832385,572332258662563841
572331917959274496,572348375170883584
572331886988537857,572332544424738817
572331393264455680,572335365916262401
572331393264455680,572333869011087360
572331393264455680,572332336240410624
572331177714950144,572332478725111808
572329874351759361,572333075759120385
572329430023974913,572332765338718209
572329124523479041,572329634924134400
572328580455133184,573738754973638656
572328580455133184,572328890594508801
572364514735226882,572368856406048768
572364514735226882,572367567630684160
572364514735226882,572364646503477249
572362119473070081,572363325817823233
572362119473070081,572362836116037632
572352034466209792,572366518215839745
572351483007516672,572356815817596928
572349746490187776,572381978898534400
572349746490187776,572352508078637056
572347920185344000,572348327154487296
572347920185344000,572348220870795264
575644999477370880,575652446724227072
575604590432878592,575605508314279936
575604590432878592,575605372699873280
575597023069478912,575604213205495808
575597023069478912,575603329780178944
575597023069478912,575597306889703424
575596945130938368,575597152203837441
575596945130938368,575597107551195136
575596751224078336,575596986885263360
575596645385007104,575643561523179520
575596477247979521,575596624304476160
575596436252852224,575596437066637312
575596361418076161,575600474549694464
575596361418076161,575599491803299840
575596361418076161,575597235003465728
575596082371002368,575596654432100352
575596078143164416,575615244279549952
575596078143164416,575607414990462976
575596078143164416,575596770090184704
575596017912934400,575596383979200512
575595916905721856,575746845386784768
575595916905721856,575744959556550657
575595916905721856,575602514730565632
575595916905721856,575600426902405121
575595805228163075,575813230708178945
575595805228163075,575596356426801152
575595682163097600,575596872229777408
575595681693462529,575597536364261376
575595681693462529,575596237207941121
575595652006068224,575596979339726848
575595632242503680,575596678117396480
575974463445020673,575997647909187584
575972812743143425,575973188074487809
575957672769388544,575959365254942722
575957412747853824,577766909673746432
575957412747853824,575976144400293888
575957278542581760,575960266074017793
575957278542581760,575957699998806016
575957215195963392,575969804546273280
575957215195963392,575969318439030784
575957161878093824,575959612467212288
575957125144403968,575959373186387970
575952061868560384,575952500366299137
575951228368089088,575951604270026752
575951228368089088,575951439362543616
575948108531527680,575965334663888896
575948108531527680,575962835924221952
562307702853238784,562391641601105923
562678175852167172,562846425638510593
564642621206065153,564763979508350976
565103397821370368,567507473364701184
565103397821370368,565192328298913792
565103397821370368,565192139689435136
565103640096956417,565106633781813248
565103820611387392,565104526748037120
567146536984141824,567153882732572674
567146536984141824,567147547538784256
567146536984141824,567147184072978433
569154735976001536,569181920128421888
569154735976001536,569162845360951296
569154735976001536,569161530094145536
569717690757193728,570285588592488448
569717690757193728,569867410246930433
569717690757193728,569753529511845889
571022296846114817,571028631494881280
571022296846114817,571024388398522368
571022296846114817,571022834094505985
571022296846114817,571022474848051200
571442258681192448,571446244314361856
571897828253048833,571898197637005312
390959354922299392,390987932531576832
395011545718980608,395082741739692032
429760706649407488,429767876216492033
474246656850812931,474246764179251200
495298925314998272,497110999283933187
575948721067847680,575949135049682944
575948721067847680,575948907848409088
572362946531106819,572364685187522560
572362946531106819,572363670585405442
575952690863214592,575952903220826113
572348008882302976,572348687655026688
572335873158619136,573055898479960064
572335873158619136,572362702376476672
572335873158619136,572337711480098817
572335873158619136,572337592349298688
572335873158619136,572337430142959616
572335873158619136,572336475070545920
572335873158619136,572336253057679360
572347569520578560,572347816267235328
572346959916220416,572404516789886977
572346959916220416,572357783959429120
572346065589944321,572356527182364672
572346065589944321,572354747778248704
572334503579951105,572432249028661248
572334503579951105,572387915814203392
572334503579951105,572368789460762626
572334503579951105,572359747153747968
572334503579951105,572359083484823552
572334503579951105,572351615572656130
572334503579951105,572351480071499776
572334503579951105,572350753899089920
572334503579951105,572343826095857664
572334503579951105,572339543002632192
572334503579951105,572337492973645825
572334503579951105,572337041750433792
572334503579951105,572336974322802688
572334503579951105,572335380264927232
572334503579951105,572334997937389570
572334503579951105,572334968350769152
572334503579951105,572334967574810624
572334503579951105,572334916580425729
572334503579951105,572334881235079169
572334503579951105,572334856253800450
572334503579951105,572334700070506496
572345254256373761,572347172353540096
572344284470382592,572345632423211008
572344284470382592,572344917088837632
572343302776877056,572343660357947392
572342982197706752,572343277510262784
572342372417208320,572351553232773121
572342372417208320,572344130610716672
572342372417208320,572342936169365504
572315958909382657,572321008427769856
572315958909382657,572317379906031616
572328650097364992,572336273307791360
572328650097364992,572331304143872001
572328650097364992,572331164200910848
572328650097364992,572329394254950401
572328650097364992,572329201086291968
572328650097364992,572329067946516480
572334924520280064,572336323660406785
572341677949501441,572342128812015616
572335409255981056,572336038821044224
572327541588946944,572327831633444864
572341016407109632,572341237501435904
572331914226343937,572365498714734592
572331914226343937,572337196956446722
572331914226343937,572335428868562944
572331914226343937,572333810081116160
572331914226343937,572333273625456641
572331914226343937,572332875120443392
572331914226343937,572332685885980672
572339644492214272,572341124569948160
570863414760706048,570864449046720512
570863414760706048,570863608281702400
572335463609978881,573413658526511104
572335463609978881,573411402343292928
572338900619796480,573106260826034177
572338900619796480,572559999748067329
572338900619796480,572500468791832576
572338900619796480,572360432930848768
572331115530203138,572379393940725760
572331115530203138,572378915823603712
572331115530203138,572363061878788096
572331115530203138,572362787541942272
572331115530203138,572359100580945920
572331115530203138,572357311001468928
572331115530203138,572357153081704448
572331115530203138,572336863316475904
572331115530203138,572335072453505024
572331115530203138,572332441962074112
572331115530203138,572332216677625856
572331115530203138,572332202513465344
572331115530203138,572331526584586241
572331115530203138,572331283742769153
572338554686214144,572360603097944064
572338554686214144,572356003267674112
572332126206500864,572332974496075776
572332126206500864,572332391726858240
572335490885529600,572337353475289088
572334364534546433,572346185622560769
572334364534546433,572339425197232128
572322208518823936,572324838150307840
572322208518823936,572323405669670912
572338221293547520,573063013642608640
572338221293547520,572338305221730304
572335579821576193,572341206752993281
572335579821576193,572341064016658432
572335579821576193,572341012456071168
572335579821576193,572339318779334656
572326130708946944,572330406743187456
572337666399723521,572337747928600576
572336518422908929,572358349582286848
572335809145262080,572340171657506818
572327831411138561,572328253987287040
572337106724380672,572339859521585153
572337106724380672,572338907708190720
572337106724380672,572337496127754241
572337062214422530,572337747312050176
572336634068271105,572337256049979394
572335754321399808,572336165753245696
588296672226058240,588296868603375617
572336277011374080,572338325740101633
572342652907044864,572344533989515264
572342652907044864,572342865210155010
572342362757709824,572342744645050368
572341118118936577,573436433811120128
572341118118936577,572341469047996416
572339639240929281,572356616781082624
572339639240929281,572355667261980673
572337509159452672,572338230231617536
572336970979885056,572356916262805504
572336799340630016,572338771967930368
572336657384407040,572357039185268736
572336179250515968,572336180131463169
572335887364849664,572336278298992641
572335882390224896,572336879128879104
572335860714090496,572338526886363136
572335860009418752,572693718953676800
572335696641335296,572336667853369344
572335696641335296,572336271466491904
572335641574305792,572345490727157760
572335641574305792,572340151101222913
572335626080559105,572339733105229824
572335568027197441,572365147169148928
572335560838131715,572336105921490944
572335285905715200,572350272313282560
572335285905715200,572336338973798400
572335276661460992,572336432934596608
